OrderNumber,Sales Channel,OrderDate,DeliveryDate,DeliveryTime,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Unit Price,Unit Cost,Revenue,Gross Margin
SO - 0004350,Online,2019-10-18,2019-11-18,31,18,41,17,39,1,1125.6000000000001,607.8240000000001,1125.6000000000001,517.7760000000001
SO - 0004351,Distributor,2019-10-18,2019-10-31,13,23,41,237,18,4,6304.7,4413.29,25218.8,7565.639999999999
SO - 0004352,Online,2019-10-18,2019-11-23,36,15,33,299,23,2,2298.1,1654.6319999999998,4596.2,1286.9360000000001
SO - 0004353,Wholesale,2019-10-19,2019-11-11,23,28,37,33,37,6,3979.8,1830.708,23878.800000000003,12894.552000000003
SO - 0004354,Online,2019-10-19,2019-11-22,34,14,2,309,10,6,2592.9,1477.953,15557.400000000001,6689.682000000001
SO - 0004355,In-Store,2019-10-19,2019-11-16,28,12,11,12,19,8,670.0,408.7,5360.0,2090.4
SO - 0004356,Online,2019-10-19,2019-11-12,24,20,20,211,6,7,3470.6,2151.772,24294.2,9231.796000000002
SO - 0004357,Wholesale,2019-10-19,2019-11-02,14,27,43,105,46,7,1152.4,737.5360000000001,8066.800000000001,2904.0480000000007
SO - 0004358,In-Store,2019-10-19,2019-11-16,28,11,2,25,29,5,830.8000000000001,407.09200000000004,4154.0,2118.54
SO - 0004359,Online,2019-10-19,2019-11-09,21,13,26,65,25,8,1112.2,611.71,8897.6,4003.92
SO - 0004360,In-Store,2019-10-19,2019-11-11,23,12,45,334,46,2,1085.4,510.13800000000003,2170.8,1150.5240000000001
SO - 0004361,Online,2019-10-19,2019-11-14,26,17,26,81,45,1,2519.2000000000003,1964.9760000000003,2519.2000000000003,554.2239999999999
SO - 0004362,Online,2019-10-19,2019-11-26,38,19,39,255,15,3,1112.2,734.052,3336.6000000000004,1134.4440000000004
SO - 0004363,In-Store,2019-10-20,2019-11-04,15,12,18,88,33,2,1179.2,801.8560000000001,2358.4,754.6879999999999
SO - 0004364,In-Store,2019-10-20,2019-11-19,30,12,20,55,38,6,1876.0,1050.5600000000002,11256.0,4952.639999999999
SO - 0004365,In-Store,2019-10-20,2019-11-09,20,10,5,168,35,8,2391.9,1459.059,19135.2,7462.728000000001
SO - 0004366,Online,2019-10-20,2019-11-21,32,14,50,133,15,1,1929.6000000000001,1041.9840000000002,1929.6000000000001,887.616
SO - 0004367,In-Store,2019-10-20,2019-11-04,15,2,6,129,38,8,1139.0,831.47,9112.0,2460.24
SO - 0004368,In-Store,2019-10-20,2019-11-01,12,9,8,265,20,4,3839.1,1996.332,15356.4,7371.071999999999
SO - 0004369,In-Store,2019-10-20,2019-11-02,13,6,47,102,11,3,2599.6,1143.824,7798.799999999999,4367.3279999999995
SO - 0004370,In-Store,2019-10-20,2019-11-13,24,10,23,197,3,5,3859.2000000000003,2354.112,19296.0,7525.439999999999
SO - 0004371,In-Store,2019-10-21,2019-11-24,34,9,2,68,14,2,234.5,126.63000000000001,469.0,215.73999999999998
SO - 0004372,Online,2019-10-21,2019-11-21,31,17,39,151,8,6,944.7,670.737,5668.200000000001,1643.7780000000012
SO - 0004373,Online,2019-10-21,2019-11-10,20,17,10,328,35,3,3839.1,2917.716,11517.3,2764.152
SO - 0004374,Online,2019-10-21,2019-11-04,14,20,25,325,28,2,1098.8,933.9799999999999,2197.6,329.6400000000001
SO - 0004375,Wholesale,2019-10-21,2019-11-02,12,26,33,291,38,7,1768.8,990.528,12381.6,5447.904
SO - 0004376,Wholesale,2019-10-21,2019-11-20,30,27,48,320,27,8,3993.2000000000003,1717.076,31945.600000000002,18208.992000000002
SO - 0004377,In-Store,2019-10-22,2019-11-20,29,5,46,333,46,2,241.20000000000002,132.66000000000003,482.40000000000003,217.07999999999998
SO - 0004378,In-Store,2019-10-22,2019-11-19,28,3,40,340,40,4,3926.2000000000003,2394.982,15704.800000000001,6124.872000000001
SO - 0004379,Distributor,2019-10-22,2019-11-14,23,21,26,251,15,2,3350.0,2579.5,6700.0,1541.0
SO - 0004380,Wholesale,2019-10-22,2019-11-20,29,27,14,145,15,3,1835.8,844.468,5507.4,2973.9959999999996
SO - 0004381,In-Store,2019-10-22,2019-11-05,14,7,20,366,7,6,1118.9,928.687,6713.400000000001,1141.2780000000002
SO - 0004382,In-Store,2019-10-22,2019-11-16,25,4,18,338,15,6,1051.9,568.0260000000001,6311.400000000001,2903.244
SO - 0004383,In-Store,2019-10-22,2019-11-25,34,2,11,54,14,6,3577.8,2003.5680000000002,21466.800000000003,9445.392000000002
SO - 0004384,Online,2019-10-22,2019-11-15,24,19,20,340,23,5,3953.0,2450.86,19765.0,7510.699999999999
SO - 0004385,In-Store,2019-10-23,2019-11-09,17,6,34,328,17,6,2633.1,1263.888,15798.599999999999,8215.271999999999
SO - 0004386,In-Store,2019-10-23,2019-11-05,13,5,39,1,33,5,1045.2,418.08000000000004,5226.0,3135.6
SO - 0004387,In-Store,2019-10-23,2019-11-07,15,9,22,304,17,1,3792.2000000000003,2123.6320000000005,3792.2000000000003,1668.5679999999998
SO - 0004388,Wholesale,2019-10-23,2019-11-06,14,26,23,122,47,6,2653.2000000000003,1751.1120000000003,15919.2,5412.527999999998
SO - 0004389,In-Store,2019-10-23,2019-11-15,23,12,23,207,11,7,1005.0,402.0,7035.0,4221.0
SO - 0004390,Distributor,2019-10-23,2019-11-07,15,24,40,214,8,7,5929.5,4209.945,41506.5,12036.885000000002
SO - 0004391,Wholesale,2019-10-24,2019-11-30,37,26,29,209,39,3,3484.0,1637.48,10452.0,5539.5599999999995
SO - 0004392,Online,2019-10-24,2019-11-22,29,18,34,335,10,1,1855.9,1484.7200000000003,1855.9,371.17999999999984
SO - 0004393,In-Store,2019-10-24,2019-11-25,32,1,6,246,41,7,5567.7,2728.173,38973.9,19876.689000000002
SO - 0004394,In-Store,2019-10-24,2019-11-11,18,2,2,360,27,1,998.3000000000001,399.32000000000005,998.3000000000001,598.98
SO - 0004395,In-Store,2019-10-24,2019-11-22,29,11,17,174,45,4,2626.4,1785.9520000000002,10505.6,3361.7919999999995
SO - 0004396,In-Store,2019-10-24,2019-11-05,12,7,14,60,3,6,1112.2,656.198,6673.200000000001,2736.0120000000006
SO - 0004397,Online,2019-10-24,2019-11-12,19,13,6,102,42,1,227.8,97.95400000000001,227.8,129.846
SO - 0004398,In-Store,2019-10-24,2019-11-19,26,7,1,116,4,1,3959.7000000000003,1940.2530000000002,3959.7000000000003,2019.4470000000001
SO - 0004399,Distributor,2019-10-24,2019-11-08,15,21,34,88,3,8,6097.0,4816.63,48776.0,10242.96
SO - 0004400,Online,2019-10-24,2019-11-09,16,20,28,295,6,1,2552.7000000000003,1506.093,2552.7000000000003,1046.6070000000002
SO - 0004401,Distributor,2019-10-24,2019-11-12,19,21,24,295,41,8,1025.1000000000001,512.5500000000001,8200.800000000001,4100.400000000001
SO - 0004402,Distributor,2019-10-24,2019-11-23,30,21,22,240,46,7,2425.4,1455.24,16977.8,6791.119999999999
SO - 0004403,In-Store,2019-10-25,2019-11-16,22,7,6,271,4,1,3892.7000000000003,1985.2770000000003,3892.7000000000003,1907.423
SO - 0004404,In-Store,2019-10-25,2019-11-02,8,11,21,11,4,7,3906.1,2031.172,27342.7,13124.496000000001
SO - 0004405,Online,2019-10-25,2019-11-19,25,12,35,80,47,7,1038.5,820.4150000000001,7269.5,1526.5949999999993
SO - 0004406,Online,2019-10-25,2019-11-15,21,17,34,143,35,3,2398.6,1295.2440000000001,7195.799999999999,3310.067999999999
SO - 0004407,In-Store,2019-10-26,2019-11-14,19,3,3,309,19,8,1882.7,1374.371,15061.6,4066.6319999999996
SO - 0004408,Online,2019-10-26,2019-11-28,33,18,44,12,23,5,1145.7,836.361,5728.5,1546.6949999999997
SO - 0004409,Online,2019-10-26,2019-11-09,14,14,37,185,47,3,3698.4,3069.672,11095.2,1886.184000000001
SO - 0004410,Online,2019-10-26,2019-11-24,29,13,28,328,20,8,2237.8,1678.3500000000001,17902.4,4475.6
SO - 0004411,Distributor,2019-10-26,2019-11-22,27,23,29,185,35,8,194.3,102.97900000000001,1554.4,730.568
SO - 0004412,In-Store,2019-10-26,2019-11-23,28,3,50,284,32,2,1065.3,607.2209999999999,2130.6,916.1580000000001
SO - 0004413,Online,2019-10-26,2019-12-01,36,18,24,129,6,2,670.0,301.5,1340.0,737.0
SO - 0004414,Online,2019-10-26,2019-11-24,29,20,19,147,6,7,958.1,450.30699999999996,6706.7,3554.551
SO - 0004415,In-Store,2019-10-26,2019-11-22,27,11,20,31,23,7,1078.7,819.812,7550.900000000001,1812.2160000000003
SO - 0004416,Distributor,2019-10-26,2019-12-03,38,21,3,361,46,8,187.6,103.18,1500.8,675.3599999999999
SO - 0004417,Distributor,2019-10-26,2019-11-21,26,23,7,44,35,7,3772.1,2112.376,26404.7,11618.068
SO - 0004418,In-Store,2019-10-26,2019-11-18,23,1,8,55,45,5,743.7,468.531,3718.5,1375.8449999999998
SO - 0004419,In-Store,2019-10-26,2019-11-25,30,3,48,340,13,2,3979.8,3104.244,7959.6,1751.112
SO - 0004420,Distributor,2019-10-27,2019-11-18,22,24,44,162,8,7,3966.4,1824.544,27764.8,14992.991999999998
SO - 0004421,Wholesale,2019-10-27,2019-11-18,22,28,13,13,39,6,227.8,113.9,1366.8000000000002,683.4000000000001
SO - 0004422,In-Store,2019-10-27,2019-11-09,13,2,8,284,46,8,5822.3,2736.4809999999998,46578.4,24686.552000000003
SO - 0004423,In-Store,2019-10-27,2019-11-12,16,9,2,69,29,1,1192.6000000000001,596.3000000000001,1192.6000000000001,596.3000000000001
SO - 0004424,In-Store,2019-10-27,2019-11-29,33,11,29,180,8,8,1762.1000000000001,775.3240000000001,14096.800000000001,7894.2080000000005
SO - 0004425,In-Store,2019-10-27,2019-11-21,25,6,34,236,44,5,904.5,470.34000000000003,4522.5,2170.7999999999997
SO - 0004426,In-Store,2019-10-27,2019-11-13,17,11,35,348,29,1,234.5,159.46,234.5,75.03999999999999
SO - 0004427,Online,2019-10-28,2019-11-26,29,19,17,338,3,5,2974.8,1665.8880000000001,14874.0,6544.5599999999995
SO - 0004428,Online,2019-10-28,2019-11-26,29,13,15,289,47,4,1051.9,694.2540000000001,4207.6,1430.5839999999998
SO - 0004429,Distributor,2019-10-28,2019-11-24,27,20,45,190,14,1,837.5,569.5,837.5,268.0
SO - 0004430,Online,2019-10-28,2019-11-22,25,20,3,98,12,6,5071.900000000001,3246.0160000000005,30431.4,10955.303999999996
SO - 0004431,Online,2019-10-28,2019-11-24,27,12,24,143,15,2,6445.400000000001,5414.136,12890.800000000001,2062.5280000000002
SO - 0004432,In-Store,2019-10-28,2019-11-06,9,11,26,126,47,1,850.9,646.684,850.9,204.216
SO - 0004433,Online,2019-10-28,2019-11-16,19,18,33,76,10,8,690.1,552.08,5520.8,1104.1599999999999
SO - 0004434,In-Store,2019-10-28,2019-11-25,28,7,43,146,46,4,167.5,77.05,670.0,361.8
SO - 0004435,In-Store,2019-10-28,2019-11-11,14,5,9,245,42,6,1098.8,571.376,6592.799999999999,3164.5439999999994
SO - 0004436,Online,2019-10-28,2019-11-15,18,13,16,280,12,4,2532.6,1950.1019999999999,10130.4,2329.992
SO - 0004437,Online,2019-10-29,2019-11-18,20,19,37,161,36,4,1085.4,586.1160000000001,4341.6,1997.136
SO - 0004438,Online,2019-10-29,2019-11-02,4,14,25,169,34,1,951.4,704.036,951.4,247.36400000000003
SO - 0004439,Online,2019-10-29,2019-11-17,19,18,40,163,37,5,2586.2000000000003,1163.7900000000002,12931.000000000002,7112.050000000001
SO - 0004440,Online,2019-10-29,2019-11-11,13,17,3,288,15,8,1708.5,1161.78,13668.0,4373.76
SO - 0004441,In-Store,2019-10-30,2019-11-24,25,2,4,212,26,3,1078.7,506.989,3236.1000000000004,1715.1330000000005
SO - 0004442,In-Store,2019-10-30,2019-11-28,29,7,50,249,29,5,1132.3,758.641,5661.5,1868.295
SO - 0004443,Distributor,2019-10-30,2019-11-25,26,24,44,42,26,7,1983.2,1269.248,13882.4,4997.663999999999
SO - 0004444,Online,2019-10-30,2019-11-18,19,19,14,10,7,6,1051.9,746.849,6311.400000000001,1830.3060000000005
SO - 0004445,Wholesale,2019-10-30,2019-11-18,19,26,6,120,2,4,3979.8,2268.486,15919.2,6845.256000000001
SO - 0004446,Online,2019-10-30,2019-11-09,10,20,46,97,21,6,1708.5,683.4000000000001,10251.0,6150.599999999999
SO - 0004447,Online,2019-10-30,2019-11-19,20,17,13,42,22,7,1005.0,623.1,7035.0,2673.3
SO - 0004448,Online,2019-10-30,2019-11-23,24,12,44,4,16,8,3845.8,2615.1440000000002,30766.4,9845.248
SO - 0004449,Distributor,2019-10-31,2019-12-03,33,22,15,247,36,3,1125.6000000000001,664.104,3376.8,1384.488
SO - 0004450,Distributor,2019-10-31,2019-11-21,21,25,36,205,29,4,1025.1000000000001,666.315,4100.400000000001,1435.1400000000003
SO - 0004451,Wholesale,2019-10-31,2019-11-17,17,28,10,176,10,1,6559.3,5444.219,6559.3,1115.0810000000001
SO - 0004452,Online,2019-10-31,2019-11-22,22,18,22,160,26,2,2318.2000000000003,1043.19,4636.400000000001,2550.0200000000004
SO - 0004453,In-Store,2019-10-31,2019-11-27,27,8,47,38,2,1,1058.6000000000001,656.3320000000001,1058.6000000000001,402.26800000000003
SO - 0004454,Online,2019-11-01,2019-11-15,14,13,10,155,8,4,1762.1000000000001,1356.8170000000002,7048.400000000001,1621.1319999999996
SO - 0004455,In-Store,2019-11-01,2019-11-20,19,11,40,252,23,4,1051.9,452.317,4207.6,2398.3320000000003
SO - 0004456,In-Store,2019-11-01,2019-12-01,30,7,42,247,11,4,2572.8,1312.1280000000002,10291.2,5042.688
SO - 0004457,In-Store,2019-11-01,2019-11-22,21,5,17,17,44,7,1835.8,1413.566,12850.6,2955.638000000001
SO - 0004458,Online,2019-11-01,2019-11-30,29,18,15,321,5,8,1078.7,453.05400000000003,8629.6,5005.168
SO - 0004459,Online,2019-11-01,2019-12-07,36,15,39,270,3,2,3919.5,3018.015,7839.0,1802.9700000000003
SO - 0004460,In-Store,2019-11-01,2019-11-25,24,6,14,203,23,1,5688.3,4152.459,5688.3,1535.8410000000003
SO - 0004461,Online,2019-11-01,2019-11-29,28,19,4,213,13,7,2438.8,1414.504,17071.600000000002,7170.072000000004
SO - 0004462,In-Store,2019-11-01,2019-11-15,14,10,6,365,46,2,837.5,502.5,1675.0,670.0
SO - 0004463,Distributor,2019-11-01,2019-11-21,20,25,20,170,7,7,6438.7,4378.316,45070.9,14422.688000000002
SO - 0004464,Wholesale,2019-11-02,2019-11-28,26,28,15,136,21,8,1795.6000000000001,1400.5680000000002,14364.800000000001,3160.2559999999994
SO - 0004465,Wholesale,2019-11-02,2019-11-10,8,27,29,143,4,4,1038.5,799.645,4154.0,955.4200000000001
SO - 0004466,Online,2019-11-02,2019-12-09,37,20,10,17,34,4,174.20000000000002,85.358,696.8000000000001,355.36800000000005
SO - 0004467,In-Store,2019-11-02,2019-11-30,28,10,33,48,34,8,5185.8,3111.48,41486.4,16594.56
SO - 0004468,Wholesale,2019-11-02,2019-12-04,32,27,11,54,28,8,1045.2,512.148,8361.6,4264.416
SO - 0004469,Distributor,2019-11-02,2019-12-03,31,24,48,352,12,2,3872.6,2284.834,7745.2,3175.532
SO - 0004470,Distributor,2019-11-02,2019-11-27,25,22,50,322,33,6,1922.9,1115.282,11537.400000000001,4845.708000000002
SO - 0004471,In-Store,2019-11-02,2019-11-16,14,6,39,93,23,7,2237.8,939.8760000000001,15664.600000000002,9085.468
SO - 0004472,Online,2019-11-02,2019-11-28,26,16,37,58,21,6,1038.5,477.71000000000004,6231.0,3364.74
SO - 0004473,Wholesale,2019-11-03,2019-11-09,6,26,5,13,21,4,234.5,171.185,938.0,253.26
SO - 0004474,In-Store,2019-11-03,2019-11-14,11,12,32,208,4,8,1125.6000000000001,742.8960000000001,9004.800000000001,3061.6320000000005
SO - 0004475,In-Store,2019-11-03,2019-11-28,25,3,41,248,36,5,1105.5,696.465,5527.5,2045.1749999999997
SO - 0004476,Distributor,2019-11-03,2019-11-23,20,23,46,252,30,2,2425.4,2013.0819999999999,4850.8,824.6360000000004
SO - 0004477,Online,2019-11-04,2019-12-11,37,20,50,121,7,4,2338.3,1987.555,9353.2,1402.9800000000005
SO - 0004478,Online,2019-11-04,2019-12-03,29,16,1,110,18,6,750.4,637.8399999999999,4502.4,675.3600000000001
SO - 0004479,Online,2019-11-04,2019-11-29,25,13,37,328,36,7,3765.4,3162.936,26357.8,4217.248
SO - 0004480,In-Store,2019-11-04,2019-11-21,17,11,10,17,47,8,3946.3,2920.262,31570.4,8208.304
SO - 0004481,In-Store,2019-11-04,2019-12-01,27,6,15,170,7,7,871.0,409.37,6097.0,3231.41
SO - 0004482,Online,2019-11-04,2019-11-19,15,20,50,189,17,7,743.7,572.649,5205.900000000001,1197.3570000000004
SO - 0004483,In-Store,2019-11-04,2019-12-05,31,9,27,236,9,3,1936.3,1374.773,5808.9,1684.5810000000001
SO - 0004484,In-Store,2019-11-04,2019-11-25,21,11,44,310,3,6,2572.8,1517.952,15436.800000000001,6329.088000000002
SO - 0004485,Distributor,2019-11-04,2019-11-25,21,22,7,65,8,2,850.9,357.378,1701.8,987.044
SO - 0004486,Online,2019-11-04,2019-11-28,24,13,45,112,44,3,2519.2000000000003,1889.4,7557.6,1889.3999999999996
SO - 0004487,Wholesale,2019-11-04,2019-11-16,12,27,37,266,43,4,1045.2,522.6,4180.8,2090.4
SO - 0004488,Wholesale,2019-11-05,2019-11-21,16,27,39,182,37,1,5674.900000000001,4142.677000000001,5674.900000000001,1532.223
SO - 0004489,Wholesale,2019-11-05,2019-12-12,37,27,13,288,31,8,2405.3,1635.6040000000003,19242.4,6157.567999999999
SO - 0004490,Online,2019-11-05,2019-11-28,23,19,18,16,34,4,3095.4,2631.09,12381.6,1857.2399999999998
SO - 0004491,In-Store,2019-11-05,2019-12-10,35,7,3,28,47,8,1065.3,458.07899999999995,8522.4,4857.768
SO - 0004492,Online,2019-11-05,2019-11-20,15,17,50,364,21,5,2907.8,2239.0060000000003,14539.0,3343.9699999999975
SO - 0004493,Distributor,2019-11-05,2019-11-22,17,25,16,321,4,3,1045.2,742.092,3135.6000000000004,909.3240000000005
SO - 0004494,Online,2019-11-05,2019-11-14,9,16,13,102,21,8,2619.7000000000003,1100.2740000000001,20957.600000000002,12155.408000000001
SO - 0004495,Distributor,2019-11-06,2019-11-28,22,24,19,41,2,2,1299.8,714.89,2599.6,1169.82
SO - 0004496,In-Store,2019-11-06,2019-11-21,15,6,10,337,42,2,254.6,208.772,509.2,91.656
SO - 0004497,Distributor,2019-11-06,2019-12-05,29,21,22,95,10,2,884.4,689.832,1768.8,389.13599999999997
SO - 0004498,In-Store,2019-11-06,2019-11-19,13,3,2,323,40,3,268.0,144.72,804.0,369.84000000000003
SO - 0004499,In-Store,2019-11-06,2019-12-03,27,4,48,104,29,3,234.5,175.875,703.5,175.875
SO - 0004500,In-Store,2019-11-06,2019-11-14,8,2,46,262,47,1,1018.4,580.4879999999999,1018.4,437.91200000000003
SO - 0004501,Online,2019-11-06,2019-11-30,24,16,2,68,38,8,3329.9,2097.837,26639.2,9856.504
SO - 0004502,Distributor,2019-11-06,2019-11-28,22,24,9,156,37,5,3986.5,2391.9,19932.5,7973.0
SO - 0004503,Online,2019-11-07,2019-11-17,10,20,45,341,2,7,2519.2000000000003,1058.064,17634.4,10227.952000000001
SO - 0004504,In-Store,2019-11-07,2019-11-20,13,4,12,69,14,3,5768.7,4095.7769999999996,17306.1,5018.769
SO - 0004505,In-Store,2019-11-07,2019-11-30,23,4,49,287,21,2,3865.9,2319.54,7731.8,3092.7200000000003
SO - 0004506,Distributor,2019-11-07,2019-12-02,25,23,1,307,23,8,3872.6,2207.3819999999996,30980.8,13321.744000000002
SO - 0004507,Distributor,2019-11-07,2019-12-06,29,24,39,124,20,6,3852.5,2041.825,23115.0,10864.05
SO - 0004508,Distributor,2019-11-07,2019-12-02,25,21,33,105,2,4,6545.900000000001,2749.2780000000002,26183.600000000002,15186.488000000001
SO - 0004509,Online,2019-11-07,2019-12-03,26,13,39,281,35,2,3510.8,1790.508,7021.6,3440.5840000000003
SO - 0004510,Online,2019-11-07,2019-12-06,29,20,36,103,7,1,2512.5,1331.625,2512.5,1180.875
SO - 0004511,Distributor,2019-11-08,2019-11-27,19,22,35,28,43,8,1239.5,942.02,9916.0,2379.84
SO - 0004512,In-Store,2019-11-08,2019-12-03,25,8,12,43,16,6,2010.0,944.6999999999999,12060.0,6391.8
SO - 0004513,In-Store,2019-11-08,2019-11-15,7,3,15,144,35,5,201.0,114.57,1005.0,432.1500000000001
SO - 0004514,In-Store,2019-11-08,2019-12-09,31,10,26,110,38,7,2539.3,2082.226,17775.100000000002,3199.518000000002
SO - 0004515,In-Store,2019-11-08,2019-12-09,31,9,20,211,12,4,201.0,88.44,804.0,450.24
SO - 0004516,In-Store,2019-11-08,2019-11-21,13,10,2,73,28,4,3926.2000000000003,3219.484,15704.800000000001,2826.8640000000014
SO - 0004517,In-Store,2019-11-09,2019-12-05,26,1,26,242,21,6,2385.2000000000003,1168.748,14311.2,7298.712
SO - 0004518,Online,2019-11-09,2019-11-16,7,13,17,77,19,1,2793.9,1369.011,2793.9,1424.8890000000001
SO - 0004519,Distributor,2019-11-09,2019-12-09,30,22,39,350,21,2,254.6,124.75399999999999,509.2,259.692
SO - 0004520,In-Store,2019-11-09,2019-11-20,11,3,33,362,13,4,3892.7000000000003,3230.9410000000003,15570.800000000001,2647.036
SO - 0004521,Online,2019-11-10,2019-12-13,33,17,30,281,41,3,3872.6,2323.56,11617.8,4647.119999999999
SO - 0004522,In-Store,2019-11-10,2019-12-07,27,12,22,269,4,5,1051.9,452.317,5259.5,2997.915
SO - 0004523,In-Store,2019-11-10,2019-12-05,25,2,29,37,42,4,227.8,104.78800000000001,911.2,492.048
SO - 0004524,Distributor,2019-11-11,2019-12-04,23,23,11,234,37,1,3879.3,2793.096,3879.3,1086.2040000000002
SO - 0004525,Distributor,2019-11-11,2019-12-18,37,24,14,296,1,3,1105.5,818.0699999999999,3316.5,862.29
SO - 0004526,Distributor,2019-11-11,2019-11-14,3,20,25,331,36,2,3993.2000000000003,2635.512,7986.400000000001,2715.376
SO - 0004527,In-Store,2019-11-11,2019-12-02,21,5,15,364,27,3,187.6,129.444,562.8,174.46799999999996
SO - 0004528,Online,2019-11-11,2019-11-21,10,19,24,8,35,3,6358.3,3942.146,19074.9,7248.462000000001
SO - 0004529,Wholesale,2019-11-11,2019-11-27,16,28,19,266,20,3,4006.6,2844.6859999999997,12019.8,3485.742
SO - 0004530,In-Store,2019-11-11,2019-11-26,15,8,44,67,2,2,4006.6,1762.904,8013.2,4487.392
SO - 0004531,Online,2019-11-11,2019-11-24,13,20,25,104,28,4,3932.9,2084.4370000000004,15731.6,7393.851999999999
SO - 0004532,Wholesale,2019-11-11,2019-11-28,17,25,10,364,18,8,6043.400000000001,2961.266,48347.200000000004,24657.072000000004
SO - 0004533,In-Store,2019-11-11,2019-11-16,5,7,31,193,31,6,1112.2,856.394,6673.200000000001,1534.8360000000011
SO - 0004534,In-Store,2019-11-12,2019-12-16,34,3,6,323,8,7,1969.8,827.3159999999999,13788.6,7997.388000000001
SO - 0004535,Distributor,2019-11-12,2019-12-17,35,23,5,47,45,7,2606.3,1798.347,18244.100000000002,5655.671000000002
SO - 0004536,In-Store,2019-11-12,2019-12-02,20,1,41,330,13,4,268.0,187.6,1072.0,321.6
SO - 0004537,Online,2019-11-12,2019-12-07,25,20,41,266,15,7,1902.8,818.204,13319.6,7592.1720000000005
SO - 0004538,In-Store,2019-11-12,2019-12-03,21,10,34,282,22,2,2559.4,1791.58,5118.8,1535.6400000000003
SO - 0004539,In-Store,2019-11-12,2019-11-20,8,10,11,95,26,8,3879.3,3103.4400000000005,31034.4,6206.879999999997
SO - 0004540,Online,2019-11-13,2019-12-02,19,16,15,131,13,6,3859.2000000000003,3241.728,23155.2,3704.8319999999985
SO - 0004541,Distributor,2019-11-13,2019-12-01,18,21,4,16,5,3,1782.2,1069.32,5346.6,2138.6400000000003
SO - 0004542,Online,2019-11-13,2019-11-29,16,15,1,364,40,1,268.0,112.56,268.0,155.44
SO - 0004543,In-Store,2019-11-13,2019-12-09,26,9,3,117,22,5,6184.1,3772.301,30920.5,12058.994999999999
SO - 0004544,Distributor,2019-11-13,2019-11-22,9,21,16,94,37,6,2412.0,1206.0,14472.0,7236.0
SO - 0004545,Online,2019-11-13,2019-12-07,24,14,23,135,13,8,891.1,695.058,7128.8,1568.3360000000002
SO - 0004546,Distributor,2019-11-13,2019-11-20,7,22,41,70,31,7,2586.2000000000003,1655.1680000000001,18103.4,6517.224
SO - 0004547,In-Store,2019-11-13,2019-12-07,24,9,9,158,20,3,1139.0,569.5,3417.0,1708.5
SO - 0004548,Online,2019-11-13,2019-12-03,20,17,33,12,3,5,6277.900000000001,4143.414000000001,31389.500000000004,10672.43
SO - 0004549,Online,2019-11-13,2019-11-27,14,16,36,353,10,6,4013.3,2046.7830000000001,24079.800000000003,11799.102000000003
SO - 0004550,Distributor,2019-11-14,2019-12-10,26,24,26,335,35,7,5045.1,2573.001,35315.700000000004,17304.693000000003
SO - 0004551,Online,2019-11-14,2019-12-01,17,18,42,13,30,1,1775.5,1154.075,1775.5,621.425
SO - 0004552,In-Store,2019-11-14,2019-12-13,29,11,38,65,4,8,1742.0,923.26,13936.0,6549.92
SO - 0004553,In-Store,2019-11-14,2019-12-19,35,3,26,329,17,3,194.3,83.549,582.9000000000001,332.25300000000004
SO - 0004554,Distributor,2019-11-14,2019-12-07,23,22,2,84,41,8,1728.6000000000001,1452.0240000000001,13828.800000000001,2212.608
SO - 0004555,In-Store,2019-11-14,2019-12-10,26,10,38,353,37,4,167.5,68.675,670.0,395.3
SO - 0004556,In-Store,2019-11-14,2019-12-16,32,1,37,6,19,3,1876.0,1013.0400000000001,5628.0,2588.8799999999997
SO - 0004557,In-Store,2019-11-14,2019-11-21,7,3,31,286,18,7,6324.8,5059.84,44273.6,8854.719999999994
SO - 0004558,In-Store,2019-11-14,2019-12-20,36,8,44,237,6,2,3872.6,1742.67,7745.2,4259.86
SO - 0004559,Online,2019-11-14,2019-12-15,31,17,5,280,12,3,850.9,365.887,2552.7,1455.0389999999998
SO - 0004560,In-Store,2019-11-14,2019-12-08,24,2,22,259,18,8,2479.0,2032.78,19832.0,3569.76
SO - 0004561,Distributor,2019-11-14,2019-12-08,24,22,27,253,23,3,5313.1,2550.288,15939.300000000001,8288.436000000002
SO - 0004562,In-Store,2019-11-14,2019-12-05,21,5,13,86,45,4,2606.3,1277.087,10425.2,5316.852000000001
SO - 0004563,In-Store,2019-11-15,2019-12-03,18,12,32,105,33,2,5339.900000000001,2189.359,10679.800000000001,6301.082000000001
SO - 0004564,Online,2019-11-15,2019-11-29,14,18,43,188,30,6,1983.2,1348.576,11899.2,3807.7440000000006
SO - 0004565,Online,2019-11-15,2019-12-13,28,14,19,142,6,3,1715.2,1183.4879999999998,5145.6,1595.1360000000009
SO - 0004566,Wholesale,2019-11-15,2019-12-09,24,27,40,10,1,6,3839.1,2149.896,23034.6,10135.223999999998
SO - 0004567,In-Store,2019-11-15,2019-12-15,30,10,12,185,37,8,3993.2000000000003,2276.124,31945.600000000002,13736.608000000004
SO - 0004568,Distributor,2019-11-15,2019-12-06,21,25,38,120,36,5,1172.5,738.675,5862.5,2169.125
SO - 0004569,Online,2019-11-15,2019-12-10,25,19,42,282,40,6,2767.1,1632.589,16602.6,6807.065999999999
SO - 0004570,Wholesale,2019-11-15,2019-12-09,24,28,6,237,34,6,871.0,374.53,5226.0,2978.82
